,itemId,category,name,rating,originalRating,reviewTitle,reviewContent,likeCount,upVotes,downVotes,helpful,relevanceScore,boughtDate,clientType,retrievedDate,clean_teks
602,10041478,beli-harddisk-eksternal,Tommy,4,,Sandisk 8gb,"Brg sesuai , cuma delivery agak lama",1,1,0,True,22.32,23-Mar-17,mobile-app,10/2/2019,barang sesuai delivery
603,10041478,beli-harddisk-eksternal,Nur R.,5,,Pas,"Ok deh, mantep",0,0,0,True,19.5,29 Des 2016,mobile-app,10/2/2019,ok deh mantap
604,10041478,beli-harddisk-eksternal,Agustinus S.,5,,,nan,0,0,0,True,16.67,19-Sep-17,androidApp,10/2/2019,nan
605,10041478,beli-harddisk-eksternal,Anita T.,5,,,nan,0,0,0,True,13.01,6-Jan-17,androidApp,10/2/2019,nan
606,10041478,beli-harddisk-eksternal,Lazada Guest,5,,,"flashdisk sandisk ok banget ada bonus lagi, terima kasih",0,0,0,True,9.44,,desktop,10/2/2019,flashdisk sandisk ok banget bonus terima kasih
607,10041478,beli-harddisk-eksternal,john,5,,mantap,barangnya bagus untuk harga semurah ini,0,0,0,True,9.44,,desktop,10/2/2019,barang bagus harga murah
608,100443971,beli-harddisk-eksternal,Maulidin,3,,,nan,0,0,0,True,14.97,01 Agu 2018,iosApp,10/2/2019,nan
609,100551647,beli-harddisk-eksternal,LUTHFI A.,3,,,nan,0,0,0,True,13.88,26-Mar-17,androidApp,10/2/2019,nan
610,100560370,beli-harddisk-eksternal,Shernell T.,5,,,nan,0,0,0,True,13.01,4-Apr-17,iosApp,10/2/2019,nan
611,100560860,beli-harddisk-eksternal,Sinanuri S.,4,,,nan,0,0,0,True,13.81,9-Mar-17,mobile,10/2/2019,nan
612,100564515,beli-harddisk-eksternal,Tita M.,2,,Beda Warna,Gan saya pesan warna biru kok yang datang warna merah?,0,0,0,True,21.51,20-Feb-18,desktop,10/2/2019,juragan pesan warna biru warna merah
613,100564515,beli-harddisk-eksternal,Riki A.,4,,,nan,0,0,0,True,19.01,13 Mei 2019,androidApp,10/2/2019,nan
614,100564515,beli-harddisk-eksternal,Muhammad A.,5,,,nan,0,0,0,True,16.01,28-Nov-17,androidApp,10/2/2019,nan
615,100564515,beli-harddisk-eksternal,Yayan H.,5,,,nan,0,0,0,True,13.85,20-Feb-17,desktop,10/2/2019,nan
616,100564515,beli-harddisk-eksternal,Surya,1,,,nan,0,0,0,True,13.01,16 Okt 2017,mobile,10/2/2019,nan
617,100570199,beli-harddisk-eksternal,Muhammad M.,3,,Lama pengiriman dan sistemnya kosong,"8 hari baru sampai, sistemnya kosong root saja tampil jadi hrs install ulang,, packingan rapi dan tersegel",2,2,0,True,30.34,6-Feb-17,mobile-app,10/2/2019,sistem kosong root tampil install ulang packingan rapi segel
618,100571392,beli-harddisk-eksternal,I n.,2,,Dua Bintang,Barang yg di kirim tidak sesuai dengan yang di tampilkan,1,1,0,True,22.0,29-Jan-17,mobile-app,10/2/2019,barang kirim sesuai tampil
619,100571392,beli-harddisk-eksternal,Meilawaty,5,,,nan,0,0,0,True,19.01,08 Agu 2017,androidApp,10/2/2019,nan
620,100571392,beli-harddisk-eksternal,ADI S.,3,,"terima kasih, barang sesuai gambar dan diterima dengan baik...",nan,0,0,0,True,15.45,26-Jun-18,desktop,10/2/2019,nan
621,100571392,beli-harddisk-eksternal,Aulia F.,5,,,nan,0,0,0,True,14.99,11-Jul-18,mobile,10/2/2019,nan
622,100571392,beli-harddisk-eksternal,Alawi A.,2,,,nan,0,0,0,True,13.01,14 Agu 2017,desktop,10/2/2019,nan
623,100571392,beli-harddisk-eksternal,febri a.,5,,Mantap barangnya. Cepet sampe juga,nan,0,0,0,True,12.97,9-Sep-17,mobile-app,10/2/2019,nan
624,100571835,beli-harddisk-eksternal,Candra C.,5,,,nan,0,0,0,True,18.01,20-Feb-19,androidApp,10/2/2019,nan
625,100580784,beli-harddisk-eksternal,Sonny S.,5,,,"Barang sudah sampe, untuk pengriman ke Kupang NTT waktunya termasuk cepat, packing safe dan rapi. Barang sesuai gambar dan spek yang ditawarkan. Tx lazada + kenkez",0,0,0,True,27.67,7-Jul-17,desktop,10/2/2019,barang rim kupang ntt cepat packing safe rapi barang sesuai gambar spesifikasi tawar tx lazada kenkez
626,100580784,beli-harddisk-eksternal,Didik I.,5,,,nan,0,0,0,True,18.01,27-Sep-17,androidApp,10/2/2019,nan
627,100580784,beli-harddisk-eksternal,A. A.,5,,,nan,0,0,0,True,17.01,26 Agu 2017,androidApp,10/2/2019,nan
628,100580784,beli-harddisk-eksternal,pungki H.,5,,,nan,0,0,0,True,17.01,2-Feb-19,androidApp,10/2/2019,nan
629,100580784,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,17.0,15 Des 2018,androidApp,10/2/2019,nan
630,100580784,beli-harddisk-eksternal,Fitria W.,5,,,nan,0,0,0,True,14.01,8-Jul-17,androidApp,10/2/2019,nan
631,100580784,beli-harddisk-eksternal,Fitria W.,5,,Makasih kak,Tengkyuu.... Barangnya nyampe tepat waktu.... Packing rapi dan savety banget .. Recommended seller,0,0,0,True,10.18,,mobile-app,10/2/2019,tengkyuu barang packing rapi savety banget recommended jual
632,100581238,beli-harddisk-eksternal,Mon R.,4,,Lumayan memuaskan,"Terlambat satu hari, karena kurir sampai dikantor pada malam hari. Jd besoknya baru bisa saya terima. Tp barang saya terima dengan baik. Terima kasih",0,0,0,True,28.22,28 Okt 2017,mobile,10/2/2019,lambat kurir kantor malam besok terima barang terima terima kasih
633,100581238,beli-harddisk-eksternal,nat T.,5,,Barang Sesuai Pemesanan,Barang sesuai pemesanan. Pengiriman cepat(Jakarta),0,0,0,True,22.49,26-Jul-18,desktop,10/2/2019,barang sesuai mesan kirim cepatjakarta
634,100581238,beli-harddisk-eksternal,Andi A.,5,,,"Harddisk berjalan dengan baik, kelengkapan juga oke",0,0,0,True,20.51,31-Jul-17,androidApp,10/2/2019,harddisk jalan lengkap oke
635,100582501,beli-harddisk-eksternal,Lazada Customer,1,,,"2bulan pake crashed, pdhl ga prnah jatoh",0,0,0,True,23.51,14 Agu 2017,iosApp,10/2/2019,pakai crashed jatuh
636,100582501,beli-harddisk-eksternal,harry d.,5,,,nan,0,0,0,True,17.01,30-Jun-17,androidApp,10/2/2019,nan
637,100582501,beli-harddisk-eksternal,harry d.,5,,GOOD,"Jum'at pesan besoknya nyampai,  Barang bagus, tdk ada cacatnya,  Terima kasih Lazada.",0,0,0,True,10.13,,mobile-app,10/2/2019,jumat pesan besok nyampai barang bagus cacat terima kasih lazada
638,100590773,beli-harddisk-eksternal,Ricky P.,5,,Review Setelah HDD diterima,"Maaf baru sempat review.  Secara umum cukup puas dengan layanan penjual. Packing bagus, rapih dan aman. Fisik barang sesuai gambar dan ulasan yang ada di website, hanya saya mis-informasi aja karena ternyata HD External WD ini gak dapat sarungnya.  Overall, saya rekomendasi sellernya. Thanks dan tingkatkan selalu pelayanannya, Sukses!!",0,0,0,True,28.22,1-Nov-17,desktop,10/2/2019,maaf tinjau puas layan jual packing bagus rapih aman fisik barang sesuai gambar ulas situs misinformasi hd external wd sarung overall rekomendasi sellernya terimakasih tingkat layan sukses
639,100623310,beli-harddisk-eksternal,Lazada Customer,5,,,mantapppp....,0,0,0,True,25.51,4-Apr-19,androidApp,10/2/2019,mantapppp
640,100623310,beli-harddisk-eksternal,KARTINI,5,,,nan,0,0,0,True,18.01,18-Mar-17,androidApp,10/2/2019,nan
641,100623310,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,18.01,30 Okt 2017,androidApp,10/2/2019,nan
642,100623310,beli-harddisk-eksternal,lambok J.,5,,,nan,0,0,0,True,17.01,13 Mei 2018,androidApp,10/2/2019,nan
643,100623310,beli-harddisk-eksternal,Lazada Customer,3,,,nan,0,0,0,True,17.01,08 Mei 2017,androidApp,10/2/2019,nan
644,100623310,beli-harddisk-eksternal,Kurnia N.,5,,Bagus,nan,0,0,0,True,13.01,12 Des 2017,mobile,10/2/2019,nan
645,100623324,beli-harddisk-eksternal,Izharrudin,5,,,"bagus, sesuai pesanan",0,0,0,True,24.51,10-Nov-17,androidApp,10/2/2019,bagus sesuai pesan
646,100623324,beli-harddisk-eksternal,Hanifah -.,5,,Bagus,"Flashdisk nya lucu,, sesuai dengan gambar pokoknya suka",0,0,0,True,21.27,4-Jan-18,mobile,10/2/2019,flashdisk nya lucu sesuai gambar pokok suka
647,100623324,beli-harddisk-eksternal,Willem,2,,USB Naruto 2.0 8GB Flash Drive Flash Disk Memory - Orange,Cukup memuaskan,0,0,0,True,20.51,06 Des 2017,desktop,10/2/2019,muas
648,100623324,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,18.01,21-Mar-19,androidApp,10/2/2019,nan
649,100623324,beli-harddisk-eksternal,Ahmad A.,4,,Empat Bintang,Sip,0,0,0,True,12.0,22-Mar-17,mobile-app,10/2/2019,sip
650,100623324,beli-harddisk-eksternal,Sachi S.,5,,Lima Bintang,"Diresponnya cepat, 2 hari datang, USB nya gak mengecewakan, sama kayak yang digambar",0,0,0,True,10.09,,mobile-app,10/2/2019,diresponnya cepat usb nya kecewa gambar
651,100627725,beli-harddisk-eksternal,Eka F.,4,,puas,barang diantar dengan cepat dan sesuai dengan penjelasan yang ada. penjual merespondengan cepat.,0,0,0,True,20.76,8-Nov-17,desktop,10/2/2019,barang antar cepat sesuai jelas jual merespondengan cepat
652,100630566,beli-harddisk-eksternal,Lazada Customer,4,,KW tp ok,Wkt baca2 di keterangannya ini bkn ori alias kw tp coba krn review yg lain jg ok. Tp memang ok bgt bs dipakai dgn baik. Bole yg mau beli..,0,0,0,True,29.01,30-Apr-18,iosApp,10/2/2019,baca terang original alias kau coba tinjau ok ok banget pakai beli
653,100630566,beli-harddisk-eksternal,Panji S.,3,,,barang nya sesuai dan mulus di bungkus rapi,0,0,0,True,22.49,13-Jul-18,androidApp,10/2/2019,barang nya sesuai mulus bungkus rapi
654,100630566,beli-harddisk-eksternal,siti K.,5,,,bagus,0,0,0,True,19.58,25 Agu 2018,androidApp,10/2/2019,bagus
655,100630566,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,16.01,14-Apr-18,androidApp,10/2/2019,nan
656,100630566,beli-harddisk-eksternal,Suroto,5,,,nan,0,0,0,True,15.01,3-Mar-18,androidApp,10/2/2019,nan
657,100630566,beli-harddisk-eksternal,Auliya U.,4,,,nan,0,0,0,True,14.99,13-Jul-18,androidApp,10/2/2019,nan
658,100630566,beli-harddisk-eksternal,Wiwik S.,4,,udah sampe..makasih..ya,nan,0,0,0,True,14.99,21-Jul-18,androidApp,10/2/2019,nan
659,100630566,beli-harddisk-eksternal,Yunia,4,,ok,nan,0,0,0,True,14.01,20-Jun-18,androidApp,10/2/2019,nan
660,100645246,beli-harddisk-eksternal,Nassuri,5,,,"Matul bangetz barangnya berfungsi sesuai harapan, sukses trus bwt toko dan lazada, pengiriman super cepat blum waktunya udah lngsung dikirim mantul dah poko'e",0,0,0,True,58.0,9-Sep-19,androidApp,10/2/2019,matul bangetz barang fungsi sesuai harap sukses toko lazada kirim super cepat langsung kirim mantul pokoe
661,100645246,beli-harddisk-eksternal,Lazada Customer,5,,,Maap Bru ksi ulasan.barang yampe dengan slamt dan  Aman Tpi belum di coba krna belum sempet Moga awet dan dan bagus 🙏,0,0,0,True,34.58,08 Agu 2019,androidApp,10/2/2019,maap ksi ulasanbarang yampe slamt aman coba sempet moga awet bagus
662,100645246,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,25.0,8-Sep-19,androidApp,10/2/2019,nan
663,100645246,beli-harddisk-eksternal,Napsiah S.,5,,,nan,0,0,0,True,24.01,1-Jul-19,androidApp,10/2/2019,nan
664,100645246,beli-harddisk-eksternal,Alisyaq L.,4,,,nan,0,0,0,True,19.58,31-Jul-19,androidApp,10/2/2019,nan
665,100645246,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,19.01,1-Jul-19,androidApp,10/2/2019,nan
666,100645246,beli-harddisk-eksternal,andri K.,5,,,nan,0,0,0,True,14.99,9-Sep-18,androidApp,10/2/2019,nan
667,100645246,beli-harddisk-eksternal,Lilik S.,4,,,nan,0,0,0,True,13.76,23 Des 2017,androidApp,10/2/2019,nan
668,100671263,beli-harddisk-eksternal,Lazada Customer,5,,"barang datang sesuai pesanan, packing cukup bagus rapih dan kuat, puas banget","barang sesuai pesanan, pengiriman tepat waktu, paking rapih, puas banget",0,0,0,True,22.47,9-Jul-18,androidApp,10/2/2019,barang sesuai pesan kirim paking rapih puas banget
669,100671263,beli-harddisk-eksternal,Ganang A.,5,,,nan,0,0,0,True,16.01,23-Feb-17,androidApp,10/2/2019,nan
670,100671263,beli-harddisk-eksternal,Verly T.,5,,,ok,0,0,0,True,13.01,27 Okt 2017,androidApp,10/2/2019,ok
671,100696720,beli-harddisk-eksternal,Alethia H.,3,,Excellent,Item arrived in perfect condition and still working well until today. Fast delivery and great customer service/communication.  Thanks,0,0,0,True,27.73,15-Jul-17,iosApp,10/2/2019,item arrived in perfect kondisi and working well until fast delivery and great customer servicecommunication terimakasih
672,100696720,beli-harddisk-eksternal,Syintia D.,1,,Bukan ULTRA,"Ini cuman My Passport biasa, bukan My Passport ULTRA, tulis deskripsi yang bener ya...",3,3,0,True,14.0,,mobile-app,10/2/2019,my passport my passport ultra tulis deskripsi bener ya
673,100696720,beli-harddisk-eksternal,Yunita G.,5,,,Awet...,0,0,0,True,13.01,2-Apr-17,iosApp,10/2/2019,awet
674,100928315,beli-harddisk-eksternal,CITRA M.,2,,,nan,0,0,0,True,19.01,09 Agu 2017,androidApp,10/2/2019,nan
675,100928315,beli-harddisk-eksternal,Obby A.,5,,Tipe,Untuk semua hardisk kah gan ?,0,0,0,True,10.09,,mobile-app,10/2/2019,hardisk kah juragan
676,100934823,beli-harddisk-eksternal,M. M.,5,,,nan,0,0,0,True,13.91,14 Des 2017,androidApp,10/2/2019,nan
677,100938513,beli-harddisk-eksternal,Achmad T.,5,,"Pengiriman sesuai estimasi,ok","Product ok, sesuai dengan foto,pengiriman lebih cepat dari estimasi,ok",0,0,0,True,21.51,16 Mei 2018,desktop,10/2/2019,produk ok sesuai fotopengiriman cepat estimasiok
678,100938513,beli-harddisk-eksternal,Ilyas A.,5,,,nan,0,0,0,True,16.01,24-Nov-18,androidApp,10/2/2019,nan
679,100938513,beli-harddisk-eksternal,Gunaidi,5,,,nan,0,0,0,True,15.59,28-Jun-18,androidApp,10/2/2019,nan
680,100938513,beli-harddisk-eksternal,rizky A.,4,,good,good,0,0,0,True,14.99,28-Jun-18,androidApp,10/2/2019,good
681,100938513,beli-harddisk-eksternal,Edward,2,,,nan,0,0,0,True,14.99,9-Jul-18,androidApp,10/2/2019,nan
682,100938513,beli-harddisk-eksternal,Ryan,5,,,nan,0,0,0,True,14.01,17 Mei 2018,androidApp,10/2/2019,nan
683,100944134,beli-harddisk-eksternal,wahyu r.,4,,,nan,0,0,0,True,19.01,02 Okt 2017,androidApp,10/2/2019,nan
684,100990051,beli-harddisk-eksternal,Lazada Customer,4,,,nan,0,0,0,True,29.0,9-Sep-19,androidApp,10/2/2019,nan
685,100990051,beli-harddisk-eksternal,ANANG P.,5,,,Barang sesuai gambar dan bagus,0,0,0,True,24.17,13-Nov-17,androidApp,10/2/2019,barang sesuai gambar bagus
686,100990051,beli-harddisk-eksternal,Andi U.,1,,Tidak sesuai,tidak sesuai gambar,1,1,0,True,23.01,03 Des 2017,androidApp,10/2/2019,sesuai gambar
687,101118955,beli-harddisk-eksternal,Lazada Guest,1,,Kredit,"3 kali cicilan,maksudnya 3 bln ya,persyaratan untuk kredit apa aja ya.",0,0,0,True,10.47,,mobile-app,10/2/2019,kali cicilanmaksudnya yapersyaratan kredit ya
688,101118955,beli-harddisk-eksternal,Lazada Guest,2,,Kualitas barang,Kualitas barangny bisa di jamin g ya,0,0,0,True,10.47,,mobile-app,10/2/2019,kualitas barangny jamin ya
689,101118955,beli-harddisk-eksternal,Lazada Guest,3,,Kualitas,Klu saya mau beli tv di lazada di jamin g ya kualitasnya.,0,0,0,True,10.47,,mobile-app,10/2/2019,beli televisi lazada jamin ya kualitas
690,101119036,beli-harddisk-eksternal,Lazada Guest,3,,Gmna cra ngeridtnya,Gmna,11,11,0,True,7.39,,mobile-app,10/2/2019,
691,101159363,beli-harddisk-eksternal,Rima A.,5,,Murah dan bagus,"Barang sampai dengan baik, packingnya bagus. Isi kotaknya lengkap, ada : casing hdd, kabel male-to-male, obeng kecil, baut, sama wadah luar. Alhamdulillaah bisa digunakan dengan baik, semoga awet. Terima kasih :)",0,0,0,True,29.99,19-Jul-18,desktop,10/2/2019,barang packingnya bagus isi kotak lengkap casing hdd kabel maletomale obeng baut wadah alhamdulillaah moga awet terima kasih
692,101159363,beli-harddisk-eksternal,Ari S.,5,,Barang Bagus,"Pengiriman cepat, Packing rapi dan aman.  Barang sesuai deskripsi. Mulai dati pemasangan sampai pemakaian tak ada kendala, bekerja dengan normal.",0,0,0,True,27.0,15-Mar-17,mobile-app,10/2/2019,kirim cepat packing rapi aman barang sesuai deskripsi dati pasang pakai kendala normal
693,101159363,beli-harddisk-eksternal,Arysto A.,5,,Good,Packing rapih Semoga awet Thanks lazada,1,1,0,True,22.0,30-Jan-17,mobile-app,10/2/2019,packing rapih moga awet terimakasih lazada
694,101159363,beli-harddisk-eksternal,Willyam C.,5,,Mantap,packingnya rapi barangnya bagus dan murah tq,0,0,0,True,19.5,3-Mar-17,desktop,10/2/2019,packingnya rapi barang bagus murah terimakasih
695,101159363,beli-harddisk-eksternal,reza a.,3,,Lumayan,Lumayan lah untuk harga segini. Sayang ngebaca hdd 700gb lemot euy,0,0,0,True,19.5,1-Mar-17,mobile-app,10/2/2019,lumayan harga gin sayang ngebaca hdd giga byte lot euy
696,101159363,beli-harddisk-eksternal,Ukat S.,5,,,"Cukup puas barang..., trima ksih lazada",0,0,0,True,19.5,21-Feb-17,mobile,10/2/2019,puas barang trima kasih lazada
697,101159363,beli-harddisk-eksternal,Lazada Customer,4,,,nan,0,0,0,True,18.01,3-Jul-18,androidApp,10/2/2019,nan
698,101159363,beli-harddisk-eksternal,Entis R.,5,,,nan,0,0,0,True,17.01,19 Des 2018,androidApp,10/2/2019,nan
699,101159363,beli-harddisk-eksternal,Andi S.,5,,,bagus ..,0,0,0,True,17.01,10 Des 2018,androidApp,10/2/2019,bagus
700,101159363,beli-harddisk-eksternal,Teguh D.,5,,,nan,0,0,0,True,17.01,27-Feb-17,androidApp,10/2/2019,nan
701,101159363,beli-harddisk-eksternal,Lazada Customer,3,,,nan,0,0,0,True,16.01,24-Mar-17,androidApp,10/2/2019,nan
702,101159363,beli-harddisk-eksternal,Diat E.,5,,konfirmasi dan pengirimannya agak lama,nan,0,0,0,True,15.52,28-Jun-18,androidApp,10/2/2019,nan
703,101159363,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,14.99,24-Jul-18,androidApp,10/2/2019,nan
704,101159363,beli-harddisk-eksternal,Niko F.,5,,,nan,0,0,0,True,14.01,2-Jun-18,androidApp,10/2/2019,nan
705,101159363,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,14.01,01 Mei 2018,androidApp,10/2/2019,nan
706,101159363,beli-harddisk-eksternal,Verry S.,4,,b,nan,0,0,0,True,14.01,22-Mar-17,mobile-app,10/2/2019,nan
707,101159363,beli-harddisk-eksternal,Coolzzz,4,,,nan,0,0,0,True,13.79,31-Jan-17,desktop,10/2/2019,nan
708,101159363,beli-harddisk-eksternal,Monkz-666,3,,bagus,lumayan,0,0,0,True,13.01,28-Feb-17,androidApp,10/2/2019,lumayan
709,101159363,beli-harddisk-eksternal,Ahmad S.,4,,,nan,0,0,0,True,13.01,6-Feb-17,androidApp,10/2/2019,nan
710,101159363,beli-harddisk-eksternal,Fanto B.,5,,Murah tapi berkwalitas,"Barang bekerja dengan baik, harga murah, tapi pengiriman agak lama. Sukses terus lazada.",0,0,0,True,9.5,,mobile-app,10/2/2019,barang harga murah kirim sukses lazada
711,101187978,beli-harddisk-eksternal,Sondya L.,5,,,"Cepat sampai, original, sudah di test dan sekarang jd tandem SSD intel saya, terima kasih.",0,0,0,True,29.51,28 Des 2018,androidApp,10/2/2019,cepat original test tandem ssd intel terima kasih
712,101187978,beli-harddisk-eksternal,Fandevis,5,,fast delivery,good,0,0,0,True,13.79,19 Des 2017,desktop,10/2/2019,good
713,101187982,beli-harddisk-eksternal,ZURYANA,4,,,pengiriman cepat barang bagus,0,0,0,True,26.51,2-Jun-19,androidApp,10/2/2019,kirim cepat barang bagus
714,101187982,beli-harddisk-eksternal,Adi L.,5,,,"recomended, thx",0,0,0,True,26.51,29-Apr-19,androidApp,10/2/2019,recomended terimakasih
715,101187982,beli-harddisk-eksternal,Dhanang P.,5,,,nan,0,0,0,True,13.01,14-Jun-17,androidApp,10/2/2019,nan
716,101207851,beli-harddisk-eksternal,Rayqa,4,,diterima,sesuai tapi powerbanknya ringan sekali (sesuai harga sih...),0,0,1,True,20.42,28 Agu 2017,desktop,10/2/2019,sesuai powerbanknya ringan sesuai harga sih
717,101207851,beli-harddisk-eksternal,Richard P.,1,,Kapan nyampe ny,nan,0,0,1,True,13.0,20 Des 2017,androidApp,10/2/2019,nan
718,101257301,beli-harddisk-eksternal,cica O.,5,,,barang dipacking kuat dan rapih..cepat sampai sesuai estimasi..trimakasih kotakom...,0,0,0,True,23.51,30 Okt 2018,androidApp,10/2/2019,barang dipacking kuat rapihcepat sesuai estimasitrimakasih kotakom
719,101257301,beli-harddisk-eksternal,yamin,4,,packing bagus...barang pun oke...cuma sebagai prmakai kita ngga tau. .harus di instal dulu...tapi tetep oke..,nan,0,0,0,True,15.01,26-Jun-18,androidApp,10/2/2019,nan
720,101257301,beli-harddisk-eksternal,Chawadiest J.,5,,,nan,0,0,0,True,13.01,6-Sep-17,androidApp,10/2/2019,nan
721,101389649,beli-harddisk-eksternal,panji f.,5,,Berfungsi dengan baik,"Barang di pesan tanggal13 juli  Tgl14 barang sudah di kirim  Tanggal 26 barang sampai Memang sedikit lama,tapi saya maklum kok karena barang nya dari luar negri Packing rapi Barang berfungsi dengan baik",0,0,0,True,27.73,18-Jul-17,mobile-app,10/2/2019,barang pesan tanggal juli tanggal barang kirim tanggal barang lamatapi maklum barang nya negeri packing rapi barang fungsi
722,101389649,beli-harddisk-eksternal,Ajman N.,5,,,good dan bisa di pake,0,0,0,True,20.5,02 Okt 2017,androidApp,10/2/2019,good pakai
723,101389649,beli-harddisk-eksternal,Ed,5,,,nan,0,0,0,True,13.01,08 Des 2017,desktop,10/2/2019,nan
724,101390442,beli-harddisk-eksternal,ferry s.,1,,Lamban.,"Udah hampir 2 minggu barang belum jg nyampe.order tgl 27 april 2017,status pesanan masi aja dlm proses.gmana ni lazada?",0,0,0,True,27.44,27-Apr-17,mobile-app,10/2/2019,minggu barang nyampeorder tanggal april status pesan prosesgmana ni lazada
725,101390442,beli-harddisk-eksternal,khaerun s.,5,,Mantap!!!,"Barangnya udah sampai, thanks lazada",0,0,0,True,19.5,17-Feb-17,mobile-app,10/2/2019,barang terimakasih lazada
726,101390442,beli-harddisk-eksternal,Riyan H.,1,,Barang belum sampai,"Mohon bantuan nya, kok barangnya belom sampai udh 21hari sy tunggu gag kunjung datang, mohon diperhatikan ! Terima kasih",0,0,0,True,17.53,,mobile-app,10/2/2019,mohon bantu nya barang bom tunggu kunjung mohon perhati terima kasih
727,101390442,beli-harddisk-eksternal,Velarde A.,5,,,nan,0,0,0,True,13.77,8-Feb-17,mobile,10/2/2019,nan
728,101423283,beli-harddisk-eksternal,yogi t.,5,,,nan,0,0,0,True,14.37,20 Okt 2017,androidApp,10/2/2019,nan
729,101431744,beli-harddisk-eksternal,Adam R.,5,,Barang Bagus.,"Barang datang cepat, mulus.. semoga tidak ada masalah kedepannya",0,0,0,True,19.5,18-Feb-17,mobile-app,10/2/2019,barang cepat mulus moga depan
730,101457364,beli-harddisk-eksternal,Meriyah,3,,Kualitas standard,"Hanya bisa menyimpan sedikit file, padahal kapasitas 16 GB. Sebagian besar file lainnya tidak bisa terbaca padahal sudah saya coba beberapa kali.",0,0,0,True,28.01,8-Jul-17,mobile,10/2/2019,simpan file kapasitas giga byte file baca coba kali
731,101457364,beli-harddisk-eksternal,ibnu l.,1,,Kecewa,Tidak bisa menyimpan data,0,0,0,True,20.5,24-Sep-17,androidApp,10/2/2019,simpan data
732,101457364,beli-harddisk-eksternal,Edo R.,5,,Barang sudah sampai,Ga kecewa deh barang keren kemasan rapih makasih bos,0,0,0,True,19.5,10-Feb-17,androidApp,10/2/2019,kecewa deh barang keren kemas rapih terimakasih bos
733,101457364,beli-harddisk-eksternal,Evan S.,3,,,nan,0,0,0,True,15.55,04 Des 2017,androidApp,10/2/2019,nan
734,101457364,beli-harddisk-eksternal,Muhammad S.,5,,,Barang oke,0,0,0,True,13.24,4-Nov-17,androidApp,10/2/2019,barang oke
735,101457364,beli-harddisk-eksternal,Lazada Guest,1,,Kecewa,Karna tidak bisa nyimpan film dan data,0,0,0,True,10.51,,mobile-app,10/2/2019,nyimpan film data
736,101460895,beli-harddisk-eksternal,chotimah,5,,,nan,0,0,0,True,16.01,3-Apr-17,androidApp,10/2/2019,nan
737,101479369,beli-harddisk-eksternal,jamal F.,5,,,Bagus produknya,0,0,0,True,35.67,5-Jul-19,mobile,10/2/2019,bagus produk
738,101479369,beli-harddisk-eksternal,Yen Z.,5,,,"pesanan saya yg ini belum saya terima, kenapa dibuat sudah saya terima?!  Tolong dong ini dicek lagi.",0,0,0,True,34.01,5-Jul-19,androidApp,10/2/2019,pesan terima terima tolong cek
739,101479369,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,29.83,08 Okt 2018,androidApp,10/2/2019,nan
740,101479369,beli-harddisk-eksternal,Mulyadi H.,5,,,barangnya bagus,0,0,0,True,26.51,5-Jul-19,androidApp,10/2/2019,barang bagus
741,101479369,beli-harddisk-eksternal,Dedeh D.,5,,,blom keterima,0,0,0,True,26.51,5-Jul-19,androidApp,10/2/2019,terima
742,101479369,beli-harddisk-eksternal,Iqbal J.,5,,,nan,0,0,0,True,24.0,5-Jul-19,androidApp,10/2/2019,nan
743,101479369,beli-harddisk-eksternal,Achiranto L.,5,,,Produk nya mantap 👍,0,0,0,True,23.51,08 Okt 2018,androidApp,10/2/2019,produk nya mantap
744,101479369,beli-harddisk-eksternal,Lazada Customer,5,,,So far so good,0,0,0,True,23.51,08 Okt 2018,androidApp,10/2/2019,far good
745,101479369,beli-harddisk-eksternal,Ni P.,4,,,Barang ok. Kiriman tepat waktu,0,0,0,True,23.5,08 Okt 2018,mobile,10/2/2019,barang ok kirim
746,101479369,beli-harddisk-eksternal,venny,5,,,nan,0,0,0,True,19.58,5-Jul-19,androidApp,10/2/2019,nan
747,101479369,beli-harddisk-eksternal,nola Y.,5,,,nan,0,0,0,True,19.01,5-Jul-19,androidApp,10/2/2019,nan
748,101479369,beli-harddisk-eksternal,Iyus W.,5,,,nan,0,0,0,True,19.01,5-Jul-19,androidApp,10/2/2019,nan
749,101479369,beli-harddisk-eksternal,Sri W.,5,,,nan,0,0,0,True,19.01,5-Jul-19,androidApp,10/2/2019,nan
750,101479369,beli-harddisk-eksternal,timur D.,5,,,nan,0,0,0,True,19.01,5-Jul-19,androidApp,10/2/2019,nan
751,101479369,beli-harddisk-eksternal,eru S.,5,,,nan,0,0,0,True,17.01,11-Nov-18,androidApp,10/2/2019,nan
752,101479369,beli-harddisk-eksternal,Lazada Customer,5,,,nan,0,0,0,True,17.01,10 Des 2018,desktop,10/2/2019,nan
