itemId,category,name,rating,originalRating,reviewTitle,reviewContent,likeCount,upVotes,downVotes,helpful,relevanceScore,boughtDate,clientType,retrievedDate
100034104,beli-harddisk-eksternal,pratiwi,5,,null,null,0,0,0,TRUE,27.67,7-Sep-19,iosApp,10/2/2019
100034104,beli-harddisk-eksternal,Dede A.,5,,null,null,0,0,0,TRUE,27.67,6-Sep-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Izzal R.,5,,null,null,0,0,0,TRUE,27.33,1-Sep-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,Barang nya oke makasih,0,0,0,TRUE,27.08,13 Agu 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Ahmad K.,5,,null,Tumben ninja cepat pengirimannya,0,0,0,TRUE,27.08,12-Jul-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Sudarso,5,,null,null,0,0,0,TRUE,26.83,1-Sep-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,ganirogy,5,,null,barang asli dan original terimakasih maju terus toko jet store,0,0,0,TRUE,26.51,12-Jul-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Fadhila U.,5,,null,"Flashdisk nya bagus, sesuai picture, barang cepat sampai, kurir ramah",0,0,0,TRUE,26.51,12 Mei 2019,mobile,10/2/2019
100034104,beli-harddisk-eksternal,ferry P.,5,,null,oke... mudah2an awet dan ga crash belum sempet d coba,0,0,0,TRUE,26.51,9-Jul-19,desktop,10/2/2019
100034104,beli-harddisk-eksternal,wisnu D.,5,,null,kapasitas cumA 58 gb ajaaaaa....  huft...,0,0,0,TRUE,26.51,4-Jul-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,4,,null,katanya 64 GB nyatanya cuman 58 GB,0,0,0,TRUE,26.51,10-Jun-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Irine S.,5,,null,"thks ya barang sdh sampai,smga cocok",0,0,0,TRUE,26.51,9-Jun-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Winarso Y.,5,,null,siippp...thank lazada,0,0,0,TRUE,26.51,2-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Irman A.,5,,null,udah di trima ...barang OK Moga awet...,0,0,0,TRUE,26.51,18 Mei 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Indra S.,5,,null,josss tenan,0,0,0,TRUE,26.51,09 Mei 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,lidia M.,5,,null,null,0,0,0,TRUE,26.33,24 Agu 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Samuel P.,5,,null,null,0,0,0,TRUE,26.33,06 Agu 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,25.83,15-Jul-19,mobile,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,25.83,22-Jan-19,mobile,10/2/2019
100034104,beli-harddisk-eksternal,Herlina L.,5,,null,null,0,0,0,TRUE,25.83,25 Agu 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Recvy,5,,null,"Ini ori, bagus tahan lama masih saya pake",0,0,0,TRUE,25.51,29-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Sucipto B.,1,,null,kampret kaga kebaca!!,0,0,0,TRUE,25.5,27-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,25,22-Sep-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Ari A.,5,,null,null,0,0,0,TRUE,24.15,17-Jul-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Sandi,5,,null,null,0,0,0,TRUE,24.01,15 Mei 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,GOOD,barang bagus quick respon hari ini pesan besok sudah sampai,0,0,0,TRUE,23.03,3-Jul-18,desktop,10/2/2019
100034104,beli-harddisk-eksternal,Asep P.,4,,null,null,0,0,0,TRUE,23.01,30-Mar-19,mobile,10/2/2019
100034104,beli-harddisk-eksternal,Muhammad I.,4,,null,null,0,0,0,TRUE,23.01,26-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Tarmudi,5,,,brang cukup bagus,0,0,0,TRUE,20.51,3-Apr-17,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Reuther J.,5,,null,null,0,0,0,TRUE,19.58,10 Agu 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Siti F.,5,,null,null,0,0,0,TRUE,19.58,27-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Mhd W.,5,,null,null,0,0,0,TRUE,19.58,06 Agu 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Dias P.,5,,null,null,0,0,0,TRUE,19.58,08 Agu 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,3,,null,null,0,0,0,TRUE,19.58,30-Jul-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,Sip mantap,0,0,0,TRUE,19.58,29-Jul-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,bay H.,5,,null,null,0,0,0,TRUE,19.58,22-Jul-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,purwati,5,,null,null,0,0,0,TRUE,19.56,06 Mei 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,19.15,2-Jul-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,19.01,15 Mei 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,19.01,1-Jul-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Putra A.,5,,null,null,0,0,0,TRUE,19.01,1-Apr-19,iosApp,10/2/2019
100034104,beli-harddisk-eksternal,Lie M.,5,,null,null,0,0,0,TRUE,19.01,24-Jun-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Tumpal S.,5,,null,null,0,0,0,TRUE,19.01,4-Jun-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Aldino W.,5,,null,null,0,0,0,TRUE,19.01,19-Feb-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,anggi A.,5,,null,null,0,0,0,TRUE,19.01,23-Feb-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Ahmad F.,5,,null,null,0,0,0,TRUE,19.01,8-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Nama P.,5,,null,null,0,0,0,TRUE,19.01,8-Jun-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Pupung A.,5,,null,bagus ori!,0,0,0,TRUE,19.01,7-Jun-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Bambang G.,5,,null,null,0,0,0,TRUE,19.01,6-Jun-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,19.01,27-Jan-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,ardi R.,5,,null,null,0,0,0,TRUE,19.01,11-Feb-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,THE N.,5,,null,null,0,0,0,TRUE,19.01,31-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,selvi H.,5,,null,null,0,0,0,TRUE,19.01,16 Mei 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Siti S.,5,,null,null,0,0,0,TRUE,19.01,14 Mei 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,19.01,15 Mei 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Desy C.,5,,null,null,0,0,0,TRUE,19.01,06 Mei 2019,iosApp,10/2/2019
100034104,beli-harddisk-eksternal,Saleh H.,5,,null,null,0,0,0,TRUE,19.01,17-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Novan A.,5,,null,null,0,0,0,TRUE,19.01,04 Mei 2019,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Aobhie H.,5,,null,real good,0,0,0,TRUE,19.01,26-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Dwi P.,5,,null,null,0,0,0,TRUE,18.01,29-Apr-19,iosApp,10/2/2019
100034104,beli-harddisk-eksternal,Kejar K.,3,,null,null,0,0,0,TRUE,18.01,9-Apr-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Yulianto A.,3,,null,null,0,0,0,TRUE,18.01,4-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Satria F.,5,,null,null,0,0,0,TRUE,18.01,14-Apr-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,*i. P.,5,,null,null,0,0,0,TRUE,18.01,15-Apr-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Ketut W.,5,,null,bagus,0,0,0,TRUE,18.01,11-Apr-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Maswa A.,5,,null,null,0,0,0,TRUE,18.01,29-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,abdul M.,5,,null,good,0,0,0,TRUE,18.01,27-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,muhamad N.,5,,null,null,0,0,0,TRUE,18.01,13-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,sri H.,5,,null,null,0,0,0,TRUE,18.01,1-Mar-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Jesa J.,5,,null,null,0,0,0,TRUE,18,1-Apr-19,iosApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,17.01,28-Jan-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Sriyana,3,,null,null,0,0,0,TRUE,17.01,28-Jan-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Leonard P.,5,,null,null,0,0,0,TRUE,17.01,19-Jan-19,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,Lazada Customer,5,,null,null,0,0,0,TRUE,16.01,26 Okt 2018,androidApp,10/2/2019
100034104,beli-harddisk-eksternal,bondan I.,5,,null,null,0,0,0,TRUE,16.01,29-Sep-18,androidApp,10/2/2019
100034117,beli-harddisk-eksternal,Lazada Customer,2,,null,null,0,0,0,TRUE,19.01,13-Jun-19,androidApp,10/2/2019
100036366,beli-harddisk-eksternal,Lazada Customer,2,,null,"pengiriman sangat lama, tgl 19 di pesan, tgl 22 barang baru dikemas, tgl 23 baru diambil ekspedisi, tgl 25 baru sampai. Masih dijabotabek tapi lama.",0,0,0,TRUE,34.58,19-Jul-19,desktop,10/2/2019
